"","subject","item","region","measure","proficiency","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"1171",2,41,"disamb","rp",71,"disamb rp",6,0,433,433,"Unambiguous","Consistent"
"1173",2,35,"disamb","rp",71,"disamb rp",8,0,507,507,"Unambiguous","Inconsistent"
"1175",2,44,"disamb","rp",71,"disamb rp",5,0,721,721,"Ambiguous","Consistent"
"1177",2,46,"disamb","rp",71,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"1179",2,26,"disamb","rp",71,"disamb rp",7,0,210,210,"Ambiguous","Inconsistent"
"1181",2,25,"disamb","rp",71,"disamb rp",6,1,0,NA,"Unambiguous","Consistent"
"1183",2,47,"disamb","rp",71,"disamb rp",8,0,356,356,"Unambiguous","Inconsistent"
"1185",2,34,"disamb","rp",71,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"1187",2,43,"disamb","rp",71,"disamb rp",8,0,334,334,"Unambiguous","Inconsistent"
"1189",2,33,"disamb","rp",71,"disamb rp",6,0,424,424,"Unambiguous","Consistent"
"1191",2,39,"disamb","rp",71,"disamb rp",8,0,870,870,"Unambiguous","Inconsistent"
"1193",2,30,"disamb","rp",71,"disamb rp",7,0,130,130,"Ambiguous","Inconsistent"
"1195",2,31,"disamb","rp",71,"disamb rp",8,0,718,718,"Unambiguous","Inconsistent"
"1197",2,36,"disamb","rp",71,"disamb rp",5,0,674,674,"Ambiguous","Consistent"
"1199",2,27,"disamb","rp",71,"disamb rp",8,0,209,209,"Unambiguous","Inconsistent"
"2017",3,36,"disamb","rp",74,"disamb rp",6,0,244,244,"Unambiguous","Consistent"
"2019",3,27,"disamb","rp",74,"disamb rp",5,0,239,239,"Ambiguous","Consistent"
"2021",3,37,"disamb","rp",74,"disamb rp",7,0,663,663,"Ambiguous","Inconsistent"
"2023",3,41,"disamb","rp",74,"disamb rp",7,0,335,335,"Ambiguous","Inconsistent"
"2025",3,26,"disamb","rp",74,"disamb rp",8,0,288,288,"Unambiguous","Inconsistent"
"2027",3,45,"disamb","rp",74,"disamb rp",7,0,489,489,"Ambiguous","Inconsistent"
"2029",3,42,"disamb","rp",74,"disamb rp",8,0,706,706,"Unambiguous","Inconsistent"
"2031",3,47,"disamb","rp",74,"disamb rp",5,0,738,738,"Ambiguous","Consistent"
"2033",3,29,"disamb","rp",74,"disamb rp",7,0,906,906,"Ambiguous","Inconsistent"
"2035",3,34,"disamb","rp",74,"disamb rp",8,0,555,555,"Unambiguous","Inconsistent"
"2037",3,39,"disamb","rp",74,"disamb rp",5,0,412,412,"Ambiguous","Consistent"
"2039",3,48,"disamb","rp",74,"disamb rp",6,0,417,417,"Unambiguous","Consistent"
"2041",3,44,"disamb","rp",74,"disamb rp",6,0,328,328,"Unambiguous","Consistent"
"2043",3,43,"disamb","rp",74,"disamb rp",5,0,360,360,"Ambiguous","Consistent"
"2045",3,28,"disamb","rp",74,"disamb rp",6,0,274,274,"Unambiguous","Consistent"
"2047",3,40,"disamb","rp",74,"disamb rp",6,0,478,478,"Unambiguous","Consistent"
"2049",3,30,"disamb","rp",74,"disamb rp",8,0,312,312,"Unambiguous","Inconsistent"
"2051",3,32,"disamb","rp",74,"disamb rp",6,0,1080,1080,"Unambiguous","Consistent"
"2053",3,25,"disamb","rp",74,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"2055",3,38,"disamb","rp",74,"disamb rp",8,0,238,238,"Unambiguous","Inconsistent"
"2057",3,33,"disamb","rp",74,"disamb rp",7,0,445,445,"Ambiguous","Inconsistent"
"2059",3,31,"disamb","rp",74,"disamb rp",5,0,291,291,"Ambiguous","Consistent"
"2061",3,46,"disamb","rp",74,"disamb rp",8,0,380,380,"Unambiguous","Inconsistent"
"2063",3,35,"disamb","rp",74,"disamb rp",5,0,261,261,"Ambiguous","Consistent"
"2857",4,28,"disamb","rp",72,"disamb rp",7,0,486,486,"Ambiguous","Inconsistent"
"2859",4,31,"disamb","rp",72,"disamb rp",6,0,2730,2730,"Unambiguous","Consistent"
"2861",4,44,"disamb","rp",72,"disamb rp",7,0,1384,1384,"Ambiguous","Inconsistent"
"2863",4,26,"disamb","rp",72,"disamb rp",5,0,9416,9416,"Ambiguous","Consistent"
"2865",4,37,"disamb","rp",72,"disamb rp",8,0,653,653,"Unambiguous","Inconsistent"
"2867",4,32,"disamb","rp",72,"disamb rp",7,0,476,476,"Ambiguous","Inconsistent"
"2869",4,36,"disamb","rp",72,"disamb rp",7,0,690,690,"Ambiguous","Inconsistent"
"2871",4,38,"disamb","rp",72,"disamb rp",5,0,1002,1002,"Ambiguous","Consistent"
"2873",4,46,"disamb","rp",72,"disamb rp",5,0,293,293,"Ambiguous","Consistent"
"2874",4,29,"disamb","rp",72,"disamb rp",8,0,482,482,"Unambiguous","Inconsistent"
"2876",4,43,"disamb","rp",72,"disamb rp",6,0,2719,2719,"Unambiguous","Consistent"
"2878",4,33,"disamb","rp",72,"disamb rp",8,0,957,957,"Unambiguous","Inconsistent"
"2880",4,45,"disamb","rp",72,"disamb rp",8,0,636,636,"Unambiguous","Inconsistent"
"2882",4,30,"disamb","rp",72,"disamb rp",5,0,244,244,"Ambiguous","Consistent"
"2883",4,40,"disamb","rp",72,"disamb rp",7,0,331,331,"Ambiguous","Inconsistent"
"2885",4,41,"disamb","rp",72,"disamb rp",8,0,942,942,"Unambiguous","Inconsistent"
"2887",4,48,"disamb","rp",72,"disamb rp",7,0,745,745,"Ambiguous","Inconsistent"
"2889",4,42,"disamb","rp",72,"disamb rp",5,0,493,493,"Ambiguous","Consistent"
"2890",4,25,"disamb","rp",72,"disamb rp",8,0,346,346,"Unambiguous","Inconsistent"
"2892",4,27,"disamb","rp",72,"disamb rp",6,0,888,888,"Unambiguous","Consistent"
"2894",4,47,"disamb","rp",72,"disamb rp",6,0,154,154,"Unambiguous","Consistent"
"2896",4,39,"disamb","rp",72,"disamb rp",6,0,594,594,"Unambiguous","Consistent"
"2898",4,34,"disamb","rp",72,"disamb rp",5,0,460,460,"Ambiguous","Consistent"
"2899",4,35,"disamb","rp",72,"disamb rp",6,0,795,795,"Unambiguous","Consistent"
"3674",5,42,"disamb","rp",66,"disamb rp",6,0,407,407,"Unambiguous","Consistent"
"3676",5,47,"disamb","rp",66,"disamb rp",7,0,284,284,"Ambiguous","Inconsistent"
"3678",5,25,"disamb","rp",66,"disamb rp",5,0,384,384,"Ambiguous","Consistent"
"3680",5,43,"disamb","rp",66,"disamb rp",7,0,906,906,"Ambiguous","Inconsistent"
"3682",5,33,"disamb","rp",66,"disamb rp",5,0,366,366,"Ambiguous","Consistent"
"3684",5,41,"disamb","rp",66,"disamb rp",5,0,478,478,"Ambiguous","Consistent"
"3686",5,29,"disamb","rp",66,"disamb rp",5,0,481,481,"Ambiguous","Consistent"
"3688",5,39,"disamb","rp",66,"disamb rp",7,0,595,595,"Ambiguous","Inconsistent"
"3690",5,40,"disamb","rp",66,"disamb rp",8,0,709,709,"Unambiguous","Inconsistent"
"3692",5,28,"disamb","rp",66,"disamb rp",8,0,2778,2778,"Unambiguous","Inconsistent"
"3694",5,46,"disamb","rp",66,"disamb rp",6,0,271,271,"Unambiguous","Consistent"
"3696",5,31,"disamb","rp",66,"disamb rp",7,0,453,453,"Ambiguous","Inconsistent"
"3698",5,36,"disamb","rp",66,"disamb rp",8,0,390,390,"Unambiguous","Inconsistent"
"3700",5,27,"disamb","rp",66,"disamb rp",7,0,452,452,"Ambiguous","Inconsistent"
"3702",5,38,"disamb","rp",66,"disamb rp",6,0,407,407,"Unambiguous","Consistent"
"3704",5,26,"disamb","rp",66,"disamb rp",6,0,195,195,"Unambiguous","Consistent"
"3706",5,44,"disamb","rp",66,"disamb rp",8,0,427,427,"Unambiguous","Inconsistent"
"3708",5,45,"disamb","rp",66,"disamb rp",5,0,474,474,"Ambiguous","Consistent"
"3710",5,30,"disamb","rp",66,"disamb rp",6,0,349,349,"Unambiguous","Consistent"
"3712",5,32,"disamb","rp",66,"disamb rp",8,0,595,595,"Unambiguous","Inconsistent"
"3714",5,37,"disamb","rp",66,"disamb rp",5,0,524,524,"Ambiguous","Consistent"
"3716",5,34,"disamb","rp",66,"disamb rp",6,0,931,931,"Unambiguous","Consistent"
"3718",5,48,"disamb","rp",66,"disamb rp",8,0,377,377,"Unambiguous","Inconsistent"
"3720",5,35,"disamb","rp",66,"disamb rp",7,0,501,501,"Ambiguous","Inconsistent"
"4532",6,42,"disamb","rp",89,"disamb rp",7,0,1092,1092,"Ambiguous","Inconsistent"
"4534",6,36,"disamb","rp",89,"disamb rp",5,0,606,606,"Ambiguous","Consistent"
"4536",6,30,"disamb","rp",89,"disamb rp",7,0,372,372,"Ambiguous","Inconsistent"
"4538",6,26,"disamb","rp",89,"disamb rp",7,0,232,232,"Ambiguous","Inconsistent"
"4540",6,27,"disamb","rp",89,"disamb rp",8,0,244,244,"Unambiguous","Inconsistent"
"4542",6,28,"disamb","rp",89,"disamb rp",5,0,2874,2874,"Ambiguous","Consistent"
"4544",6,35,"disamb","rp",89,"disamb rp",8,0,216,216,"Unambiguous","Inconsistent"
"4546",6,47,"disamb","rp",89,"disamb rp",8,1,0,NA,"Unambiguous","Inconsistent"
"4548",6,43,"disamb","rp",89,"disamb rp",8,0,228,228,"Unambiguous","Inconsistent"
"4550",6,34,"disamb","rp",89,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"4552",6,48,"disamb","rp",89,"disamb rp",5,0,382,382,"Ambiguous","Consistent"
"4554",6,39,"disamb","rp",89,"disamb rp",8,1,0,NA,"Unambiguous","Inconsistent"
"4556",6,45,"disamb","rp",89,"disamb rp",6,1,0,NA,"Unambiguous","Consistent"
"4558",6,33,"disamb","rp",89,"disamb rp",6,0,296,296,"Unambiguous","Consistent"
"4560",6,29,"disamb","rp",89,"disamb rp",6,0,166,166,"Unambiguous","Consistent"
"4562",6,32,"disamb","rp",89,"disamb rp",5,0,406,406,"Ambiguous","Consistent"
"4564",6,41,"disamb","rp",89,"disamb rp",6,0,210,210,"Unambiguous","Consistent"
"4566",6,31,"disamb","rp",89,"disamb rp",8,1,0,NA,"Unambiguous","Inconsistent"
"4567",6,40,"disamb","rp",89,"disamb rp",5,1,0,NA,"Ambiguous","Consistent"
"4569",6,25,"disamb","rp",89,"disamb rp",6,1,0,NA,"Unambiguous","Consistent"
"4571",6,46,"disamb","rp",89,"disamb rp",7,0,216,216,"Ambiguous","Inconsistent"
"4573",6,44,"disamb","rp",89,"disamb rp",5,0,840,840,"Ambiguous","Consistent"
"4575",6,38,"disamb","rp",89,"disamb rp",7,0,446,446,"Ambiguous","Inconsistent"
"4577",6,37,"disamb","rp",89,"disamb rp",6,0,244,244,"Unambiguous","Consistent"
"5383",7,47,"disamb","rp",77,"disamb rp",5,0,978,978,"Ambiguous","Consistent"
"5385",7,31,"disamb","rp",77,"disamb rp",5,0,584,584,"Ambiguous","Consistent"
"5387",7,30,"disamb","rp",77,"disamb rp",8,0,601,601,"Unambiguous","Inconsistent"
"5389",7,44,"disamb","rp",77,"disamb rp",6,0,425,425,"Unambiguous","Consistent"
"5391",7,42,"disamb","rp",77,"disamb rp",8,0,356,356,"Unambiguous","Inconsistent"
"5393",7,38,"disamb","rp",77,"disamb rp",8,0,352,352,"Unambiguous","Inconsistent"
"5395",7,39,"disamb","rp",77,"disamb rp",5,0,238,238,"Ambiguous","Consistent"
"5397",7,37,"disamb","rp",77,"disamb rp",7,0,460,460,"Ambiguous","Inconsistent"
"5399",7,28,"disamb","rp",77,"disamb rp",6,0,299,299,"Unambiguous","Consistent"
"5401",7,27,"disamb","rp",77,"disamb rp",5,0,286,286,"Ambiguous","Consistent"
"5403",7,34,"disamb","rp",77,"disamb rp",8,0,287,287,"Unambiguous","Inconsistent"
"5405",7,32,"disamb","rp",77,"disamb rp",6,0,282,282,"Unambiguous","Consistent"
"5407",7,36,"disamb","rp",77,"disamb rp",6,0,377,377,"Unambiguous","Consistent"
"5409",7,35,"disamb","rp",77,"disamb rp",5,0,198,198,"Ambiguous","Consistent"
"5411",7,45,"disamb","rp",77,"disamb rp",7,0,676,676,"Ambiguous","Inconsistent"
"5413",7,33,"disamb","rp",77,"disamb rp",7,0,327,327,"Ambiguous","Inconsistent"
"5415",7,29,"disamb","rp",77,"disamb rp",7,0,464,464,"Ambiguous","Inconsistent"
"5417",7,48,"disamb","rp",77,"disamb rp",6,1,0,NA,"Unambiguous","Consistent"
"5419",7,26,"disamb","rp",77,"disamb rp",8,0,599,599,"Unambiguous","Inconsistent"
"5421",7,41,"disamb","rp",77,"disamb rp",7,0,285,285,"Ambiguous","Inconsistent"
"5423",7,25,"disamb","rp",77,"disamb rp",7,0,244,244,"Ambiguous","Inconsistent"
"5425",7,40,"disamb","rp",77,"disamb rp",6,0,373,373,"Unambiguous","Consistent"
"5427",7,43,"disamb","rp",77,"disamb rp",5,0,583,583,"Ambiguous","Consistent"
"5429",7,46,"disamb","rp",77,"disamb rp",8,0,349,349,"Unambiguous","Inconsistent"
"6247",8,41,"disamb","rp",70,"disamb rp",8,0,184,184,"Unambiguous","Inconsistent"
"6249",8,43,"disamb","rp",70,"disamb rp",6,0,304,304,"Unambiguous","Consistent"
"6251",8,48,"disamb","rp",70,"disamb rp",7,0,510,510,"Ambiguous","Inconsistent"
"6253",8,44,"disamb","rp",70,"disamb rp",7,0,786,786,"Ambiguous","Inconsistent"
"6255",8,28,"disamb","rp",70,"disamb rp",7,0,318,318,"Ambiguous","Inconsistent"
"6257",8,45,"disamb","rp",70,"disamb rp",8,0,310,310,"Unambiguous","Inconsistent"
"6259",8,27,"disamb","rp",70,"disamb rp",6,0,518,518,"Unambiguous","Consistent"
"6261",8,47,"disamb","rp",70,"disamb rp",6,0,206,206,"Unambiguous","Consistent"
"6263",8,36,"disamb","rp",70,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"6265",8,35,"disamb","rp",70,"disamb rp",6,0,388,388,"Unambiguous","Consistent"
"6267",8,31,"disamb","rp",70,"disamb rp",6,0,1318,1318,"Unambiguous","Consistent"
"6269",8,33,"disamb","rp",70,"disamb rp",8,0,268,268,"Unambiguous","Inconsistent"
"6271",8,30,"disamb","rp",70,"disamb rp",5,0,308,308,"Ambiguous","Consistent"
"6273",8,29,"disamb","rp",70,"disamb rp",8,0,726,726,"Unambiguous","Inconsistent"
"6275",8,46,"disamb","rp",70,"disamb rp",5,0,236,236,"Ambiguous","Consistent"
"6277",8,40,"disamb","rp",70,"disamb rp",7,0,3478,3478,"Ambiguous","Inconsistent"
"6279",8,34,"disamb","rp",70,"disamb rp",5,0,452,452,"Ambiguous","Consistent"
"6281",8,25,"disamb","rp",70,"disamb rp",8,0,338,338,"Unambiguous","Inconsistent"
"6283",8,38,"disamb","rp",70,"disamb rp",5,1,0,NA,"Ambiguous","Consistent"
"6285",8,26,"disamb","rp",70,"disamb rp",5,0,836,836,"Ambiguous","Consistent"
"6287",8,42,"disamb","rp",70,"disamb rp",5,0,636,636,"Ambiguous","Consistent"
"6289",8,37,"disamb","rp",70,"disamb rp",8,0,516,516,"Unambiguous","Inconsistent"
"6291",8,32,"disamb","rp",70,"disamb rp",7,0,394,394,"Ambiguous","Inconsistent"
"6293",8,39,"disamb","rp",70,"disamb rp",6,0,320,320,"Unambiguous","Consistent"
"7111",9,29,"disamb","rp",70,"disamb rp",5,0,4752,4752,"Ambiguous","Consistent"
"7113",9,31,"disamb","rp",70,"disamb rp",7,0,254,254,"Ambiguous","Inconsistent"
"7115",9,44,"disamb","rp",70,"disamb rp",8,0,398,398,"Unambiguous","Inconsistent"
"7117",9,32,"disamb","rp",70,"disamb rp",8,0,1226,1226,"Unambiguous","Inconsistent"
"7119",9,26,"disamb","rp",70,"disamb rp",6,0,414,414,"Unambiguous","Consistent"
"7121",9,33,"disamb","rp",70,"disamb rp",5,0,410,410,"Ambiguous","Consistent"
"7123",9,47,"disamb","rp",70,"disamb rp",7,0,440,440,"Ambiguous","Inconsistent"
"7125",9,45,"disamb","rp",70,"disamb rp",5,0,658,658,"Ambiguous","Consistent"
"7127",9,37,"disamb","rp",70,"disamb rp",5,0,742,742,"Ambiguous","Consistent"
"7129",9,46,"disamb","rp",70,"disamb rp",6,0,318,318,"Unambiguous","Consistent"
"7131",9,25,"disamb","rp",70,"disamb rp",5,0,370,370,"Ambiguous","Consistent"
"7133",9,40,"disamb","rp",70,"disamb rp",8,0,282,282,"Unambiguous","Inconsistent"
"7135",9,27,"disamb","rp",70,"disamb rp",7,0,358,358,"Ambiguous","Inconsistent"
"7137",9,41,"disamb","rp",70,"disamb rp",5,0,618,618,"Ambiguous","Consistent"
"7139",9,30,"disamb","rp",70,"disamb rp",6,0,270,270,"Unambiguous","Consistent"
"7141",9,38,"disamb","rp",70,"disamb rp",6,0,290,290,"Unambiguous","Consistent"
"7143",9,39,"disamb","rp",70,"disamb rp",7,0,270,270,"Ambiguous","Inconsistent"
"7145",9,43,"disamb","rp",70,"disamb rp",7,0,262,262,"Ambiguous","Inconsistent"
"7147",9,28,"disamb","rp",70,"disamb rp",8,0,336,336,"Unambiguous","Inconsistent"
"7149",9,34,"disamb","rp",70,"disamb rp",6,0,376,376,"Unambiguous","Consistent"
"7151",9,36,"disamb","rp",70,"disamb rp",8,0,216,216,"Unambiguous","Inconsistent"
"7153",9,35,"disamb","rp",70,"disamb rp",7,0,204,204,"Ambiguous","Inconsistent"
"7155",9,48,"disamb","rp",70,"disamb rp",8,0,280,280,"Unambiguous","Inconsistent"
"7157",9,42,"disamb","rp",70,"disamb rp",6,0,548,548,"Unambiguous","Consistent"
"7976",10,30,"disamb","rp",63,"disamb rp",7,0,762,762,"Ambiguous","Inconsistent"
"7978",10,32,"disamb","rp",63,"disamb rp",5,0,362,362,"Ambiguous","Consistent"
"7980",10,41,"disamb","rp",63,"disamb rp",6,0,602,602,"Unambiguous","Consistent"
"7982",10,36,"disamb","rp",63,"disamb rp",5,0,466,466,"Ambiguous","Consistent"
"7984",10,40,"disamb","rp",63,"disamb rp",5,0,446,446,"Ambiguous","Consistent"
"7986",10,27,"disamb","rp",63,"disamb rp",8,0,420,420,"Unambiguous","Inconsistent"
"7988",10,46,"disamb","rp",63,"disamb rp",7,0,330,330,"Ambiguous","Inconsistent"
"7990",10,42,"disamb","rp",63,"disamb rp",7,0,344,344,"Ambiguous","Inconsistent"
"7992",10,37,"disamb","rp",63,"disamb rp",6,0,446,446,"Unambiguous","Consistent"
"7994",10,28,"disamb","rp",63,"disamb rp",5,0,354,354,"Ambiguous","Consistent"
"7996",10,35,"disamb","rp",63,"disamb rp",8,0,306,306,"Unambiguous","Inconsistent"
"7998",10,48,"disamb","rp",63,"disamb rp",5,0,326,326,"Ambiguous","Consistent"
"8000",10,33,"disamb","rp",63,"disamb rp",6,0,426,426,"Unambiguous","Consistent"
"8002",10,25,"disamb","rp",63,"disamb rp",6,0,328,328,"Unambiguous","Consistent"
"8004",10,29,"disamb","rp",63,"disamb rp",6,0,584,584,"Unambiguous","Consistent"
"8006",10,31,"disamb","rp",63,"disamb rp",8,0,264,264,"Unambiguous","Inconsistent"
"8008",10,44,"disamb","rp",63,"disamb rp",5,0,484,484,"Ambiguous","Consistent"
"8010",10,34,"disamb","rp",63,"disamb rp",7,0,776,776,"Ambiguous","Inconsistent"
"8012",10,26,"disamb","rp",63,"disamb rp",7,0,350,350,"Ambiguous","Inconsistent"
"8014",10,39,"disamb","rp",63,"disamb rp",8,0,308,308,"Unambiguous","Inconsistent"
"8016",10,47,"disamb","rp",63,"disamb rp",8,0,216,216,"Unambiguous","Inconsistent"
"8018",10,38,"disamb","rp",63,"disamb rp",7,0,396,396,"Ambiguous","Inconsistent"
"8020",10,45,"disamb","rp",63,"disamb rp",6,0,330,330,"Unambiguous","Consistent"
"8022",10,43,"disamb","rp",63,"disamb rp",8,0,304,304,"Unambiguous","Inconsistent"
"8840",11,25,"disamb","rp",75,"disamb rp",7,0,1670,1670,"Ambiguous","Inconsistent"
"8842",11,45,"disamb","rp",75,"disamb rp",7,0,836,836,"Ambiguous","Inconsistent"
"8844",11,26,"disamb","rp",75,"disamb rp",8,0,666,666,"Unambiguous","Inconsistent"
"8846",11,46,"disamb","rp",75,"disamb rp",8,0,420,420,"Unambiguous","Inconsistent"
"8848",11,27,"disamb","rp",75,"disamb rp",5,0,432,432,"Ambiguous","Consistent"
"8850",11,31,"disamb","rp",75,"disamb rp",5,0,714,714,"Ambiguous","Consistent"
"8852",11,41,"disamb","rp",75,"disamb rp",7,0,1262,1262,"Ambiguous","Inconsistent"
"8854",11,30,"disamb","rp",75,"disamb rp",8,0,888,888,"Unambiguous","Inconsistent"
"8856",11,38,"disamb","rp",75,"disamb rp",8,0,666,666,"Unambiguous","Inconsistent"
"8858",11,47,"disamb","rp",75,"disamb rp",5,0,758,758,"Ambiguous","Consistent"
"8860",11,36,"disamb","rp",75,"disamb rp",6,0,522,522,"Unambiguous","Consistent"
"8862",11,37,"disamb","rp",75,"disamb rp",7,0,518,518,"Ambiguous","Inconsistent"
"8864",11,32,"disamb","rp",75,"disamb rp",6,0,552,552,"Unambiguous","Consistent"
"8866",11,44,"disamb","rp",75,"disamb rp",6,0,876,876,"Unambiguous","Consistent"
"8868",11,43,"disamb","rp",75,"disamb rp",5,0,784,784,"Ambiguous","Consistent"
"8870",11,28,"disamb","rp",75,"disamb rp",6,0,252,252,"Unambiguous","Consistent"
"8872",11,48,"disamb","rp",75,"disamb rp",6,0,1188,1188,"Unambiguous","Consistent"
"8874",11,42,"disamb","rp",75,"disamb rp",8,0,390,390,"Unambiguous","Inconsistent"
"8876",11,40,"disamb","rp",75,"disamb rp",6,0,806,806,"Unambiguous","Consistent"
"8878",11,35,"disamb","rp",75,"disamb rp",5,0,836,836,"Ambiguous","Consistent"
"8880",11,33,"disamb","rp",75,"disamb rp",7,0,686,686,"Ambiguous","Inconsistent"
"8882",11,39,"disamb","rp",75,"disamb rp",5,0,628,628,"Ambiguous","Consistent"
"8884",11,29,"disamb","rp",75,"disamb rp",7,0,386,386,"Ambiguous","Inconsistent"
"8886",11,34,"disamb","rp",75,"disamb rp",8,0,416,416,"Unambiguous","Inconsistent"
"9704",12,33,"disamb","rp",63,"disamb rp",6,0,309,309,"Unambiguous","Consistent"
"9706",12,34,"disamb","rp",63,"disamb rp",7,0,208,208,"Ambiguous","Inconsistent"
"9708",12,43,"disamb","rp",63,"disamb rp",8,0,226,226,"Unambiguous","Inconsistent"
"9710",12,35,"disamb","rp",63,"disamb rp",8,0,565,565,"Unambiguous","Inconsistent"
"9712",12,38,"disamb","rp",63,"disamb rp",7,0,195,195,"Ambiguous","Inconsistent"
"9714",12,44,"disamb","rp",63,"disamb rp",5,0,200,200,"Ambiguous","Consistent"
"9716",12,25,"disamb","rp",63,"disamb rp",6,0,164,164,"Unambiguous","Consistent"
"9718",12,36,"disamb","rp",63,"disamb rp",5,0,476,476,"Ambiguous","Consistent"
"9720",12,28,"disamb","rp",63,"disamb rp",5,0,657,657,"Ambiguous","Consistent"
"9722",12,31,"disamb","rp",63,"disamb rp",8,0,125,125,"Unambiguous","Inconsistent"
"9724",12,29,"disamb","rp",63,"disamb rp",6,0,136,136,"Unambiguous","Consistent"
"9726",12,30,"disamb","rp",63,"disamb rp",7,0,246,246,"Ambiguous","Inconsistent"
"9728",12,45,"disamb","rp",63,"disamb rp",6,0,288,288,"Unambiguous","Consistent"
"9730",12,27,"disamb","rp",63,"disamb rp",8,0,448,448,"Unambiguous","Inconsistent"
"9732",12,46,"disamb","rp",63,"disamb rp",7,1,0,NA,"Ambiguous","Inconsistent"
"9734",12,41,"disamb","rp",63,"disamb rp",6,0,333,333,"Unambiguous","Consistent"
"9736",12,37,"disamb","rp",63,"disamb rp",6,0,303,303,"Unambiguous","Consistent"
"9738",12,32,"disamb","rp",63,"disamb rp",5,0,216,216,"Ambiguous","Consistent"
"9740",12,42,"disamb","rp",63,"disamb rp",7,0,505,505,"Ambiguous","Inconsistent"
"9742",12,47,"disamb","rp",63,"disamb rp",8,0,226,226,"Unambiguous","Inconsistent"
"9744",12,48,"disamb","rp",63,"disamb rp",5,1,0,NA,"Ambiguous","Consistent"
"9746",12,39,"disamb","rp",63,"disamb rp",8,1,0,NA,"Unambiguous","Inconsistent"
"9748",12,26,"disamb","rp",63,"disamb rp",7,0,1650,1650,"Ambiguous","Inconsistent"
"9750",12,40,"disamb","rp",63,"disamb rp",5,0,199,199,"Ambiguous","Consistent"
"10567",13,47,"disamb","rp",70,"disamb rp",6,0,326,326,"Unambiguous","Consistent"
