"","subject","item","region","measure","proficiency","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"3056",4,45,"spillover2","rp",72,"spillover2 rp",8,0,439,439,"Unambiguous","Inconsistent"
"3058",4,30,"spillover2","rp",72,"spillover2 rp",5,0,284,284,"Ambiguous","Consistent"
"3059",4,40,"spillover2","rp",72,"spillover2 rp",7,0,381,381,"Ambiguous","Inconsistent"
"3061",4,41,"spillover2","rp",72,"spillover2 rp",8,0,452,452,"Unambiguous","Inconsistent"
"3063",4,48,"spillover2","rp",72,"spillover2 rp",7,0,464,464,"Ambiguous","Inconsistent"
"3065",4,42,"spillover2","rp",72,"spillover2 rp",5,0,1036,1036,"Ambiguous","Consistent"
"3066",4,25,"spillover2","rp",72,"spillover2 rp",8,0,1128,1128,"Unambiguous","Inconsistent"
"3068",4,27,"spillover2","rp",72,"spillover2 rp",6,0,593,593,"Unambiguous","Consistent"
"3070",4,47,"spillover2","rp",72,"spillover2 rp",6,0,782,782,"Unambiguous","Consistent"
"3072",4,39,"spillover2","rp",72,"spillover2 rp",6,0,1257,1257,"Unambiguous","Consistent"
"3074",4,34,"spillover2","rp",72,"spillover2 rp",5,0,555,555,"Ambiguous","Consistent"
"3075",4,35,"spillover2","rp",72,"spillover2 rp",6,0,512,512,"Unambiguous","Consistent"
"3866",5,42,"spillover2","rp",66,"spillover2 rp",6,0,290,290,"Unambiguous","Consistent"
"3868",5,47,"spillover2","rp",66,"spillover2 rp",7,0,367,367,"Ambiguous","Inconsistent"
"3870",5,25,"spillover2","rp",66,"spillover2 rp",5,0,548,548,"Ambiguous","Consistent"
"3872",5,43,"spillover2","rp",66,"spillover2 rp",7,0,279,279,"Ambiguous","Inconsistent"
"3874",5,33,"spillover2","rp",66,"spillover2 rp",5,0,429,429,"Ambiguous","Consistent"
"3876",5,41,"spillover2","rp",66,"spillover2 rp",5,0,187,187,"Ambiguous","Consistent"
"3878",5,29,"spillover2","rp",66,"spillover2 rp",5,0,418,418,"Ambiguous","Consistent"
"3880",5,39,"spillover2","rp",66,"spillover2 rp",7,0,514,514,"Ambiguous","Inconsistent"
"3882",5,40,"spillover2","rp",66,"spillover2 rp",8,1,0,NA,"Unambiguous","Inconsistent"
"3884",5,28,"spillover2","rp",66,"spillover2 rp",8,0,677,677,"Unambiguous","Inconsistent"
"3886",5,46,"spillover2","rp",66,"spillover2 rp",6,0,1210,1210,"Unambiguous","Consistent"
"3888",5,31,"spillover2","rp",66,"spillover2 rp",7,0,219,219,"Ambiguous","Inconsistent"
"3890",5,36,"spillover2","rp",66,"spillover2 rp",8,0,179,179,"Unambiguous","Inconsistent"
"3892",5,27,"spillover2","rp",66,"spillover2 rp",7,0,301,301,"Ambiguous","Inconsistent"
"3894",5,38,"spillover2","rp",66,"spillover2 rp",6,0,452,452,"Unambiguous","Consistent"
"3896",5,26,"spillover2","rp",66,"spillover2 rp",6,0,1170,1170,"Unambiguous","Consistent"
"3898",5,44,"spillover2","rp",66,"spillover2 rp",8,0,483,483,"Unambiguous","Inconsistent"
"3900",5,45,"spillover2","rp",66,"spillover2 rp",5,0,518,518,"Ambiguous","Consistent"
"3902",5,30,"spillover2","rp",66,"spillover2 rp",6,0,330,330,"Unambiguous","Consistent"
"3904",5,32,"spillover2","rp",66,"spillover2 rp",8,0,550,550,"Unambiguous","Inconsistent"
"3906",5,37,"spillover2","rp",66,"spillover2 rp",5,0,360,360,"Ambiguous","Consistent"
"3908",5,34,"spillover2","rp",66,"spillover2 rp",6,0,308,308,"Unambiguous","Consistent"
"3910",5,48,"spillover2","rp",66,"spillover2 rp",8,0,377,377,"Unambiguous","Inconsistent"
"3912",5,35,"spillover2","rp",66,"spillover2 rp",7,0,587,587,"Ambiguous","Inconsistent"
"4720",6,42,"spillover2","rp",89,"spillover2 rp",7,0,812,812,"Ambiguous","Inconsistent"
"4722",6,36,"spillover2","rp",89,"spillover2 rp",5,0,254,254,"Ambiguous","Consistent"
"4724",6,30,"spillover2","rp",89,"spillover2 rp",7,0,456,456,"Ambiguous","Inconsistent"
"4726",6,26,"spillover2","rp",89,"spillover2 rp",7,0,160,160,"Ambiguous","Inconsistent"
"4728",6,27,"spillover2","rp",89,"spillover2 rp",8,1,0,NA,"Unambiguous","Inconsistent"
"4730",6,28,"spillover2","rp",89,"spillover2 rp",5,1,0,NA,"Ambiguous","Consistent"
"4732",6,35,"spillover2","rp",89,"spillover2 rp",8,0,1820,1820,"Unambiguous","Inconsistent"
"4734",6,47,"spillover2","rp",89,"spillover2 rp",8,0,376,376,"Unambiguous","Inconsistent"
"4736",6,43,"spillover2","rp",89,"spillover2 rp",8,0,202,202,"Unambiguous","Inconsistent"
"4738",6,34,"spillover2","rp",89,"spillover2 rp",7,0,192,192,"Ambiguous","Inconsistent"
"4740",6,48,"spillover2","rp",89,"spillover2 rp",5,0,242,242,"Ambiguous","Consistent"
"4742",6,39,"spillover2","rp",89,"spillover2 rp",8,0,584,584,"Unambiguous","Inconsistent"
"4744",6,45,"spillover2","rp",89,"spillover2 rp",6,0,326,326,"Unambiguous","Consistent"
"4746",6,33,"spillover2","rp",89,"spillover2 rp",6,0,346,346,"Unambiguous","Consistent"
"4748",6,29,"spillover2","rp",89,"spillover2 rp",6,0,168,168,"Unambiguous","Consistent"
"4750",6,32,"spillover2","rp",89,"spillover2 rp",5,0,302,302,"Ambiguous","Consistent"
"4752",6,41,"spillover2","rp",89,"spillover2 rp",6,0,212,212,"Unambiguous","Consistent"
"4754",6,31,"spillover2","rp",89,"spillover2 rp",8,0,342,342,"Unambiguous","Inconsistent"
"4755",6,40,"spillover2","rp",89,"spillover2 rp",5,0,184,184,"Ambiguous","Consistent"
"4757",6,25,"spillover2","rp",89,"spillover2 rp",6,0,686,686,"Unambiguous","Consistent"
"4759",6,46,"spillover2","rp",89,"spillover2 rp",7,0,7026,7026,"Ambiguous","Inconsistent"
"4761",6,44,"spillover2","rp",89,"spillover2 rp",5,1,0,NA,"Ambiguous","Consistent"
"4763",6,38,"spillover2","rp",89,"spillover2 rp",7,0,264,264,"Ambiguous","Inconsistent"
"4765",6,37,"spillover2","rp",89,"spillover2 rp",6,1,0,NA,"Unambiguous","Consistent"
"5575",7,47,"spillover2","rp",77,"spillover2 rp",5,0,462,462,"Ambiguous","Consistent"
"5577",7,31,"spillover2","rp",77,"spillover2 rp",5,0,487,487,"Ambiguous","Consistent"
"5579",7,30,"spillover2","rp",77,"spillover2 rp",8,0,546,546,"Unambiguous","Inconsistent"
"5581",7,44,"spillover2","rp",77,"spillover2 rp",6,1,0,NA,"Unambiguous","Consistent"
"5583",7,42,"spillover2","rp",77,"spillover2 rp",8,0,531,531,"Unambiguous","Inconsistent"
"5585",7,38,"spillover2","rp",77,"spillover2 rp",8,0,326,326,"Unambiguous","Inconsistent"
"5587",7,39,"spillover2","rp",77,"spillover2 rp",5,0,619,619,"Ambiguous","Consistent"
"5589",7,37,"spillover2","rp",77,"spillover2 rp",7,0,268,268,"Ambiguous","Inconsistent"
"5591",7,28,"spillover2","rp",77,"spillover2 rp",6,0,226,226,"Unambiguous","Consistent"
"5593",7,27,"spillover2","rp",77,"spillover2 rp",5,0,190,190,"Ambiguous","Consistent"
"5595",7,34,"spillover2","rp",77,"spillover2 rp",8,0,258,258,"Unambiguous","Inconsistent"
"5597",7,32,"spillover2","rp",77,"spillover2 rp",6,0,290,290,"Unambiguous","Consistent"
"5599",7,36,"spillover2","rp",77,"spillover2 rp",6,1,0,NA,"Unambiguous","Consistent"
"5601",7,35,"spillover2","rp",77,"spillover2 rp",5,0,302,302,"Ambiguous","Consistent"
"5603",7,45,"spillover2","rp",77,"spillover2 rp",7,0,311,311,"Ambiguous","Inconsistent"
"5605",7,33,"spillover2","rp",77,"spillover2 rp",7,0,182,182,"Ambiguous","Inconsistent"
"5607",7,29,"spillover2","rp",77,"spillover2 rp",7,0,285,285,"Ambiguous","Inconsistent"
"5609",7,48,"spillover2","rp",77,"spillover2 rp",6,0,595,595,"Unambiguous","Consistent"
"5611",7,26,"spillover2","rp",77,"spillover2 rp",8,0,372,372,"Unambiguous","Inconsistent"
"5613",7,41,"spillover2","rp",77,"spillover2 rp",7,0,3202,3202,"Ambiguous","Inconsistent"
"5615",7,25,"spillover2","rp",77,"spillover2 rp",7,0,404,404,"Ambiguous","Inconsistent"
"5617",7,40,"spillover2","rp",77,"spillover2 rp",6,1,0,NA,"Unambiguous","Consistent"
"5619",7,43,"spillover2","rp",77,"spillover2 rp",5,0,130,130,"Ambiguous","Consistent"
"5621",7,46,"spillover2","rp",77,"spillover2 rp",8,0,1439,1439,"Unambiguous","Inconsistent"
"6439",8,41,"spillover2","rp",70,"spillover2 rp",8,0,236,236,"Unambiguous","Inconsistent"
"6441",8,43,"spillover2","rp",70,"spillover2 rp",6,0,296,296,"Unambiguous","Consistent"
"6443",8,48,"spillover2","rp",70,"spillover2 rp",7,0,540,540,"Ambiguous","Inconsistent"
"6445",8,44,"spillover2","rp",70,"spillover2 rp",7,0,230,230,"Ambiguous","Inconsistent"
"6447",8,28,"spillover2","rp",70,"spillover2 rp",7,0,282,282,"Ambiguous","Inconsistent"
"6449",8,45,"spillover2","rp",70,"spillover2 rp",8,0,284,284,"Unambiguous","Inconsistent"
"6451",8,27,"spillover2","rp",70,"spillover2 rp",6,0,240,240,"Unambiguous","Consistent"
"6453",8,47,"spillover2","rp",70,"spillover2 rp",6,0,560,560,"Unambiguous","Consistent"
"6455",8,36,"spillover2","rp",70,"spillover2 rp",7,0,458,458,"Ambiguous","Inconsistent"
"6457",8,35,"spillover2","rp",70,"spillover2 rp",6,0,542,542,"Unambiguous","Consistent"
"6459",8,31,"spillover2","rp",70,"spillover2 rp",6,0,228,228,"Unambiguous","Consistent"
"6461",8,33,"spillover2","rp",70,"spillover2 rp",8,0,294,294,"Unambiguous","Inconsistent"
"6463",8,30,"spillover2","rp",70,"spillover2 rp",5,0,186,186,"Ambiguous","Consistent"
"6465",8,29,"spillover2","rp",70,"spillover2 rp",8,0,360,360,"Unambiguous","Inconsistent"
"6467",8,46,"spillover2","rp",70,"spillover2 rp",5,0,5156,5156,"Ambiguous","Consistent"
"6469",8,40,"spillover2","rp",70,"spillover2 rp",7,1,0,NA,"Ambiguous","Inconsistent"
"6471",8,34,"spillover2","rp",70,"spillover2 rp",5,0,424,424,"Ambiguous","Consistent"
"6473",8,25,"spillover2","rp",70,"spillover2 rp",8,0,1082,1082,"Unambiguous","Inconsistent"
"6475",8,38,"spillover2","rp",70,"spillover2 rp",5,0,380,380,"Ambiguous","Consistent"
"6477",8,26,"spillover2","rp",70,"spillover2 rp",5,0,356,356,"Ambiguous","Consistent"
"6479",8,42,"spillover2","rp",70,"spillover2 rp",5,0,876,876,"Ambiguous","Consistent"
"6481",8,37,"spillover2","rp",70,"spillover2 rp",8,0,324,324,"Unambiguous","Inconsistent"
"6483",8,32,"spillover2","rp",70,"spillover2 rp",7,0,548,548,"Ambiguous","Inconsistent"
"6485",8,39,"spillover2","rp",70,"spillover2 rp",6,0,306,306,"Unambiguous","Consistent"
"7303",9,29,"spillover2","rp",70,"spillover2 rp",5,0,370,370,"Ambiguous","Consistent"
"7305",9,31,"spillover2","rp",70,"spillover2 rp",7,0,878,878,"Ambiguous","Inconsistent"
"7307",9,44,"spillover2","rp",70,"spillover2 rp",8,0,248,248,"Unambiguous","Inconsistent"
"7309",9,32,"spillover2","rp",70,"spillover2 rp",8,0,786,786,"Unambiguous","Inconsistent"
"7311",9,26,"spillover2","rp",70,"spillover2 rp",6,0,250,250,"Unambiguous","Consistent"
"7313",9,33,"spillover2","rp",70,"spillover2 rp",5,0,360,360,"Ambiguous","Consistent"
"7315",9,47,"spillover2","rp",70,"spillover2 rp",7,0,468,468,"Ambiguous","Inconsistent"
"7317",9,45,"spillover2","rp",70,"spillover2 rp",5,0,402,402,"Ambiguous","Consistent"
"7319",9,37,"spillover2","rp",70,"spillover2 rp",5,0,538,538,"Ambiguous","Consistent"
"7321",9,46,"spillover2","rp",70,"spillover2 rp",6,0,5646,5646,"Unambiguous","Consistent"
"7323",9,25,"spillover2","rp",70,"spillover2 rp",5,0,814,814,"Ambiguous","Consistent"
"7325",9,40,"spillover2","rp",70,"spillover2 rp",8,0,294,294,"Unambiguous","Inconsistent"
"7327",9,27,"spillover2","rp",70,"spillover2 rp",7,0,284,284,"Ambiguous","Inconsistent"
"7329",9,41,"spillover2","rp",70,"spillover2 rp",5,0,218,218,"Ambiguous","Consistent"
"7331",9,30,"spillover2","rp",70,"spillover2 rp",6,0,260,260,"Unambiguous","Consistent"
"7333",9,38,"spillover2","rp",70,"spillover2 rp",6,0,446,446,"Unambiguous","Consistent"
"7335",9,39,"spillover2","rp",70,"spillover2 rp",7,0,468,468,"Ambiguous","Inconsistent"
"7337",9,43,"spillover2","rp",70,"spillover2 rp",7,0,542,542,"Ambiguous","Inconsistent"
"7339",9,28,"spillover2","rp",70,"spillover2 rp",8,0,894,894,"Unambiguous","Inconsistent"
"7341",9,34,"spillover2","rp",70,"spillover2 rp",6,0,820,820,"Unambiguous","Consistent"
"7343",9,36,"spillover2","rp",70,"spillover2 rp",8,0,294,294,"Unambiguous","Inconsistent"
"7345",9,35,"spillover2","rp",70,"spillover2 rp",7,0,576,576,"Ambiguous","Inconsistent"
"7347",9,48,"spillover2","rp",70,"spillover2 rp",8,0,464,464,"Unambiguous","Inconsistent"
"7349",9,42,"spillover2","rp",70,"spillover2 rp",6,0,510,510,"Unambiguous","Consistent"
"8168",10,30,"spillover2","rp",63,"spillover2 rp",7,0,210,210,"Ambiguous","Inconsistent"
"8170",10,32,"spillover2","rp",63,"spillover2 rp",5,0,766,766,"Ambiguous","Consistent"
"8172",10,41,"spillover2","rp",63,"spillover2 rp",6,0,222,222,"Unambiguous","Consistent"
"8174",10,36,"spillover2","rp",63,"spillover2 rp",5,0,256,256,"Ambiguous","Consistent"
"8176",10,40,"spillover2","rp",63,"spillover2 rp",5,0,130,130,"Ambiguous","Consistent"
"8178",10,27,"spillover2","rp",63,"spillover2 rp",8,0,694,694,"Unambiguous","Inconsistent"
"8180",10,46,"spillover2","rp",63,"spillover2 rp",7,0,5268,5268,"Ambiguous","Inconsistent"
"8182",10,42,"spillover2","rp",63,"spillover2 rp",7,0,498,498,"Ambiguous","Inconsistent"
"8184",10,37,"spillover2","rp",63,"spillover2 rp",6,0,380,380,"Unambiguous","Consistent"
"8186",10,28,"spillover2","rp",63,"spillover2 rp",5,0,272,272,"Ambiguous","Consistent"
"8188",10,35,"spillover2","rp",63,"spillover2 rp",8,0,468,468,"Unambiguous","Inconsistent"
"8190",10,48,"spillover2","rp",63,"spillover2 rp",5,0,334,334,"Ambiguous","Consistent"
"8192",10,33,"spillover2","rp",63,"spillover2 rp",6,0,282,282,"Unambiguous","Consistent"
"8194",10,25,"spillover2","rp",63,"spillover2 rp",6,0,392,392,"Unambiguous","Consistent"
"8196",10,29,"spillover2","rp",63,"spillover2 rp",6,0,180,180,"Unambiguous","Consistent"
"8198",10,31,"spillover2","rp",63,"spillover2 rp",8,0,170,170,"Unambiguous","Inconsistent"
"8200",10,44,"spillover2","rp",63,"spillover2 rp",5,0,182,182,"Ambiguous","Consistent"
"8202",10,34,"spillover2","rp",63,"spillover2 rp",7,0,244,244,"Ambiguous","Inconsistent"
"8204",10,26,"spillover2","rp",63,"spillover2 rp",7,0,194,194,"Ambiguous","Inconsistent"
"8206",10,39,"spillover2","rp",63,"spillover2 rp",8,0,904,904,"Unambiguous","Inconsistent"
"8208",10,47,"spillover2","rp",63,"spillover2 rp",8,0,2496,2496,"Unambiguous","Inconsistent"
"8210",10,38,"spillover2","rp",63,"spillover2 rp",7,0,382,382,"Ambiguous","Inconsistent"
"8212",10,45,"spillover2","rp",63,"spillover2 rp",6,0,1344,1344,"Unambiguous","Consistent"
"8214",10,43,"spillover2","rp",63,"spillover2 rp",8,0,190,190,"Unambiguous","Inconsistent"
"9032",11,25,"spillover2","rp",75,"spillover2 rp",7,0,690,690,"Ambiguous","Inconsistent"
"9034",11,45,"spillover2","rp",75,"spillover2 rp",7,0,472,472,"Ambiguous","Inconsistent"
"9036",11,26,"spillover2","rp",75,"spillover2 rp",8,0,300,300,"Unambiguous","Inconsistent"
"9038",11,46,"spillover2","rp",75,"spillover2 rp",8,0,13762,13762,"Unambiguous","Inconsistent"
"9040",11,27,"spillover2","rp",75,"spillover2 rp",5,0,184,184,"Ambiguous","Consistent"
"9042",11,31,"spillover2","rp",75,"spillover2 rp",5,0,492,492,"Ambiguous","Consistent"
"9044",11,41,"spillover2","rp",75,"spillover2 rp",7,0,358,358,"Ambiguous","Inconsistent"
"9046",11,30,"spillover2","rp",75,"spillover2 rp",8,0,786,786,"Unambiguous","Inconsistent"
"9048",11,38,"spillover2","rp",75,"spillover2 rp",8,0,528,528,"Unambiguous","Inconsistent"
"9050",11,47,"spillover2","rp",75,"spillover2 rp",5,0,1210,1210,"Ambiguous","Consistent"
"9052",11,36,"spillover2","rp",75,"spillover2 rp",6,0,288,288,"Unambiguous","Consistent"
"9054",11,37,"spillover2","rp",75,"spillover2 rp",7,0,1958,1958,"Ambiguous","Inconsistent"
"9056",11,32,"spillover2","rp",75,"spillover2 rp",6,0,246,246,"Unambiguous","Consistent"
"9058",11,44,"spillover2","rp",75,"spillover2 rp",6,0,206,206,"Unambiguous","Consistent"
"9060",11,43,"spillover2","rp",75,"spillover2 rp",5,0,510,510,"Ambiguous","Consistent"
"9062",11,28,"spillover2","rp",75,"spillover2 rp",6,0,430,430,"Unambiguous","Consistent"
"9064",11,48,"spillover2","rp",75,"spillover2 rp",6,0,448,448,"Unambiguous","Consistent"
"9066",11,42,"spillover2","rp",75,"spillover2 rp",8,0,1484,1484,"Unambiguous","Inconsistent"
"9068",11,40,"spillover2","rp",75,"spillover2 rp",6,0,216,216,"Unambiguous","Consistent"
"9070",11,35,"spillover2","rp",75,"spillover2 rp",5,0,720,720,"Ambiguous","Consistent"
"9072",11,33,"spillover2","rp",75,"spillover2 rp",7,0,452,452,"Ambiguous","Inconsistent"
"9074",11,39,"spillover2","rp",75,"spillover2 rp",5,0,520,520,"Ambiguous","Consistent"
"9076",11,29,"spillover2","rp",75,"spillover2 rp",7,0,204,204,"Ambiguous","Inconsistent"
"9078",11,34,"spillover2","rp",75,"spillover2 rp",8,0,448,448,"Unambiguous","Inconsistent"
"9896",12,33,"spillover2","rp",63,"spillover2 rp",6,0,507,507,"Unambiguous","Consistent"
"9898",12,34,"spillover2","rp",63,"spillover2 rp",7,0,110,110,"Ambiguous","Inconsistent"
"9900",12,43,"spillover2","rp",63,"spillover2 rp",8,0,208,208,"Unambiguous","Inconsistent"
"9902",12,35,"spillover2","rp",63,"spillover2 rp",8,0,3102,3102,"Unambiguous","Inconsistent"
"9904",12,38,"spillover2","rp",63,"spillover2 rp",7,0,669,669,"Ambiguous","Inconsistent"
"9906",12,44,"spillover2","rp",63,"spillover2 rp",5,1,0,NA,"Ambiguous","Consistent"
"9908",12,25,"spillover2","rp",63,"spillover2 rp",6,0,188,188,"Unambiguous","Consistent"
